Country Name,Country Code,Series Name,Series Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Palau,PLW,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,
Panama,PAN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.459,21.284000000000002,21.101999999999997,20.901,20.676,20.424,20.146,19.846,19.533
Panama,PAN,Income share held by highest 10%,SI.DST.10TH.10,41.1,40.2,39.8,39.7,39.8,39.6,38.6,39.0,37.9
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.46,76.641,76.828,77.021,77.21600000000001,77.413,77.61,77.806,78.001
Papua New Guinea,PNG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.843000000000004,30.393,29.941999999999997,29.499000000000002,29.072,28.666,28.285999999999998,27.933000000000003,27.605999999999998
Papua New Guinea,PNG,Income share held by highest 10%,SI.DST.10TH.10,,31.0,,,,,,,
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.247,64.455,64.634,64.791,64.937,65.082,65.23,65.384,65.544
Paraguay,PRY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.035999999999998,22.730999999999998,22.421999999999997,22.118000000000002,21.835,21.581,21.354,21.146,20.947
Paraguay,PRY,Income share held by highest 10%,SI.DST.10TH.10,40.1,38.1,40.5,41.4,36.9,37.3,40.7,36.7,37.3
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.887,72.089,72.285,72.47,72.638,72.786,72.913,73.023,73.12
Peru,PER,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.278000000000002,21.072,20.875999999999998,20.673000000000002,20.452,20.203,19.924,19.615,19.281
Peru,PER,Income share held by highest 10%,SI.DST.10TH.10,35.8,35.5,34.4,33.7,33.5,32.9,32.3,32.8,32.7
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.258,73.475,73.681,73.883,74.08800000000001,74.298,74.518,74.747,74.983
Philippines,PHL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.706,25.245,24.845,24.505,24.209,23.939,23.688000000000002,23.447,23.21
Philippines,PHL,Income share held by highest 10%,SI.DST.10TH.10,,32.7,,,32.9,,,31.3,
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.105,68.211,68.32,68.433,68.553,68.68,68.813,68.95100000000001,69.094
Poland,POL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.9,10.9,10.9,10.2,10.1,9.7,9.9,9.7,10.1
Poland,POL,Income share held by highest 10%,SI.DST.10TH.10,26.7,26.6,26.2,25.9,25.6,25.6,25.2,25.1,
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.54390243902441,75.6951219512195,76.2463414634146,76.6951219512195,76.7463414634146,77.0,77.60243902439029,77.4512195121951,77.4512195121951
Portugal,PRT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.9,9.4,9.6,9.2,8.5,7.9,7.9,8.3,8.4
Portugal,PRT,Income share held by highest 10%,SI.DST.10TH.10,28.9,27.4,28.2,28.6,27.7,27.5,27.4,27.3,
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.5243902439025,78.7268292682927,79.0268292682927,80.4707317073171,80.37317073170729,80.7219512195122,81.12195121951221,81.1243902439025,81.12682926829271
Post-demographic dividend,PST,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.5308969894123,11.2751566261389,11.145037013763302,10.959000141537,10.914685501775699,10.620095205506699,10.6428881701333,10.555338742747,10.459936361743699
Post-demographic dividend,PST,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Post-demographic dividend,PST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.1582670311795,79.4801562156159,79.6891390884495,79.9580461554345,80.0902068652795,80.2750209062562,80.53630093989341,80.40786040786641,80.4560228553087
Pre-demographic dividend,PRE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,41.5450815342345,41.165481941410704,40.754667251054,40.3162412360062,39.8590889179224,39.391828537455794,38.9221945064566,38.45621277132,37.9978313568773
Pre-demographic dividend,PRE,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Pre-demographic dividend,PRE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.6497231504729,56.3142491650078,56.941263827174,57.5263150037381,58.075246578647395,58.592984737382004,59.079235861381505,59.5346694120201,59.9614390590829
Puerto Rico,PRI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.79,11.72,11.3,11.1,10.6,10.1,9.7,9.0,9.0
Puerto Rico,PRI,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Puerto Rico,PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.9034878048781,78.1498048780488,78.4081707317073,78.6711951219512,78.9264146341463,79.1673902439024,79.3901219512195,79.5961219512195,79.7883170731707
Qatar,QAT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.638,11.982000000000001,11.485999999999999,11.135,10.876,10.665999999999999,10.482999999999999,10.312999999999999,10.146
Qatar,QAT,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.04899999999999,77.169,77.301,77.443,77.59,77.73899999999999,77.888,78.036,78.184
Romania,ROU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.8,10.9,10.5,9.7,10.0,9.4,9.7,10.0,9.6
Romania,ROU,Income share held by highest 10%,SI.DST.10TH.10,23.2,22.1,21.9,21.4,21.5,21.6,,,22.2
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.5658536585366,73.30975609756099,73.4585365853659,74.409756097561,74.4121951219512,75.0634146341463,74.9609756097561,75.0121951219512,75.0121951219512
Russian Federation,RUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.0,12.3,12.5,12.6,13.3,13.2,13.3,13.3,12.9
Russian Federation,RUS,Income share held by highest 10%,SI.DST.10TH.10,32.5,31.1,30.6,31.1,32.2,32.4,31.9,29.7,
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.9492682926829,68.6846341463415,68.8412195121951,69.68390243902441,70.0721951219512,70.5787804878049,70.74365853658541,71.1682926829268,71.5929268292683
Rwanda,RWA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.482,35.935,35.314,34.633,33.919000000000004,33.199,32.485,31.785999999999998,31.105
Rwanda,RWA,Income share held by highest 10%,SI.DST.10TH.10,,,44.3,,,43.2,,,
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.565,61.961999999999996,63.14,64.10600000000001,64.911,65.598,66.188,66.696,67.12899999999999
Samoa,WSM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.824,28.413,27.91,27.338,26.74,26.156,25.61,25.118000000000002,24.689
Samoa,WSM,Income share held by highest 10%,SI.DST.10TH.10,34.1,,,,,,,,
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.288,72.71,73.122,73.513,73.875,74.206,74.50399999999999,74.77,75.013
San Marino,SMR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.0,10.6666666666667,10.3333333333333,10.0,9.7,9.4,9.1,8.2,7.9
San Marino,SMR,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,85.41707317073171,,,,
Sao Tome and Principe,STP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,37.49,37.085,36.671,36.241,35.789,35.314,34.823,34.326,33.834
Sao Tome and Principe,STP,Income share held by highest 10%,SI.DST.10TH.10,,,24.2,,,,,,
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.5,65.709,65.875,66.008,66.125,66.241,66.361,66.488,66.624
Saudi Arabia,SAU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.973000000000003,22.502,22.018,21.54,21.087,20.668000000000003,20.284000000000002,19.921,19.562
Saudi Arabia,SAU,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.331,73.44,73.574,73.73,73.896,74.066,74.234,74.4,74.561
Senegal,SEN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.475,38.39,38.243,38.009,37.683,37.269,36.772,36.208,35.599000000000004
Senegal,SEN,Income share held by highest 10%,SI.DST.10TH.10,,,,31.0,,,,,
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.755,63.485,64.17699999999999,64.814,65.393,65.914,66.376,66.78399999999999,67.146
Serbia,SRB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.4,9.6,9.4,9.1,9.3,9.2,9.3,9.3,9.2
Serbia,SRB,Income share held by highest 10%,SI.DST.10TH.10,22.5,22.5,23.0,,,23.0,,23.1,
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.8853658536585,73.98536585365859,74.33658536585371,74.5365853658537,74.83658536585371,75.18536585365851,75.33658536585371,75.2878048780488,75.2390243902439
Seychelles,SYC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.8,18.1,16.8,18.6,18.6,17.4,17.0,17.0,17.4
Seychelles,SYC,Income share held by highest 10%,SI.DST.10TH.10,,,,,,39.9,,,
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.16341463414629,73.08292682926829,73.1975609756098,72.7243902439024,74.2756097560976,73.119512195122,73.2292682926829,74.2951219512195,74.30975609756099
Sierra Leone,SLE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,41.309,40.452,39.563,38.675,37.818000000000005,37.014,36.277,35.611,35.006
Sierra Leone,SLE,Income share held by highest 10%,SI.DST.10TH.10,,,,26.9,,,,,
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.431999999999995,47.348,48.224,49.034,49.762,50.401,50.951,51.423,51.835
Singapore,SGP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.2,9.9,9.3,9.5,10.1,9.3,9.8,9.7,9.4
Singapore,SGP,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.790243902439,81.2414634146342,81.5414634146342,81.74390243902441,81.9951219512195,82.24634146341471,82.4951219512195,82.74390243902441,82.7951219512195
Sint Maarten (Dutch part),SXM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.0,12.5,13.1,12.9,12.0,14.0,14.1,,
Sint Maarten (Dutch part),SXM,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.5365853658537,75.5878048780488,,,73.0536585365854,,,,
Slovak Republic,SVK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.7,11.4,11.2,11.3,10.3,10.1,10.2,10.3,10.6
Slovak Republic,SVK,Income share held by highest 10%,SI.DST.10TH.10,21.3,21.8,21.8,20.9,20.5,22.1,20.3,20.9,
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.7048780487805,74.909756097561,75.1121951219512,75.9585365853659,76.109756097561,76.4121951219512,76.8121951219512,76.5634146341463,76.5634146341463
Slovenia,SVN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.8,10.7,10.9,10.7,10.7,10.2,10.3,10.0,9.9
Slovenia,SVN,Income share held by highest 10%,SI.DST.10TH.10,20.1,20.6,20.7,20.7,21.1,21.4,21.1,21.0,
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.7658536585366,78.9707317073171,79.42195121951221,79.9707317073171,80.12439024390241,80.3219512195122,81.07804878048779,80.7756097560976,80.7756097560976
Small states,SST,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.4522409406669,24.215023409429,23.9823161125383,23.7891941397862,23.5594591397486,23.3106167482027,23.054305694941398,22.8084039188692,22.5423647557656
Small states,SST,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Small states,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.5840544655187,66.1397443703018,66.6469087860997,67.1100546688336,67.55230178097901,67.9348940975643,68.2783177925297,68.6005261847654,68.8744875145215
Solomon Islands,SLB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.568000000000005,33.055,32.47,31.831999999999997,31.169,30.509,29.871,29.269000000000002,28.713
Solomon Islands,SLB,Income share held by highest 10%,SI.DST.10TH.10,,,,,,29.2,,,
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.641,68.118,68.572,69.001,69.4,69.771,70.113,70.43,70.726
Somalia,SOM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,45.922,45.608999999999995,45.277,44.934,44.596000000000004,44.271,43.961000000000006,43.661,43.361999999999995
Somalia,SOM,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.323,53.652,53.986000000000004,54.332,54.693999999999996,55.071999999999996,55.467,55.876000000000005,56.293
South Africa,ZAF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.836,22.678,22.51,22.322,22.108,21.865,21.594,21.296999999999997,20.980999999999998
South Africa,ZAF,Income share held by highest 10%,SI.DST.10TH.10,51.3,,51.3,,,,50.5,,
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.72,54.701,55.888000000000005,57.201,58.545,59.83,60.993,61.981,62.773999999999994
South Asia,SAS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.6296504694524,23.1116170750992,22.5971444627771,22.103461233410503,21.6463434317839,21.2345660961221,20.870676791672,20.549393761128897,20.2604742716566
South Asia,SAS,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.0371485828198,66.4365292656335,66.8267569031017,67.20119624110289,67.5537216461953,67.8811450205299,68.18108159418101,68.4565258804813,68.71053305312199
South Asia (IDA & IBRD),TSA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.6296504694524,23.1116170750992,22.5971444627771,22.103461233410503,21.6463434317839,21.2345660961221,20.870676791672,20.549393761128897,20.2604742716566
South Asia (IDA & IBRD),TSA,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
South Asia (IDA & IBRD),TSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.0371485828198,66.4365292656335,66.8267569031017,67.20119624110289,67.5537216461953,67.8811450205299,68.1810815941811,68.4565258804813,68.71053305312199
South Sudan,SSD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.169000000000004,38.755,38.336,37.915,37.5,37.095,36.7,36.315,35.936
South Sudan,SSD,Income share held by highest 10%,SI.DST.10TH.10,,33.2,,,,,,,
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.591,53.113,53.655,54.206,54.756,55.294,55.817,56.321999999999996,56.81100000000001
Spain,ESP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.3,10.6,10.4,10.1,9.7,9.1,9.2,9.0,8.7
Spain,ESP,Income share held by highest 10%,SI.DST.10TH.10,25.6,25.9,26.0,25.9,25.8,25.9,26.0,26.2,
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.1756097560976,81.4756097560976,81.62682926829271,82.4756097560976,82.4268292682927,83.07804878048779,83.2292682926829,82.8317073170732,82.8317073170732
Sri Lanka,LKA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.182000000000002,17.875999999999998,17.512999999999998,17.113,16.703,16.307000000000002,15.937000000000001,15.6,15.292
Sri Lanka,LKA,Income share held by highest 10%,SI.DST.10TH.10,,29.9,,,32.2,,,,32.9
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.207,74.27,74.352,74.462,74.593,74.741,74.906,75.08800000000001,75.28399999999999
St. Kitts and Nevis,KNA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,,,,,,,,,
St. Kitts and Nevis,KNA,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
St. Kitts and Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,
St. Lucia,LCA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.472999999999999,13.24,13.027999999999999,12.833,12.66,12.508,12.37,12.239,12.107999999999999
St. Lucia,LCA,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.02,74.265,74.465,74.633,74.788,74.947,75.117,75.3,75.49600000000001
St. Martin (French part),MAF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.2,17.0,16.8,16.6,16.3,16.0,15.7,15.4,15.2
St. Martin (French part),MAF,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.37073170731709,78.5707317073171,78.7219512195122,78.87073170731709,79.0219512195122,79.17073170731709,79.3219512195122,79.4707317073171,79.62195121951221
St. Vincent and the Grenadines,VCT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.525,17.323,17.094,16.84,16.573,16.305,16.035999999999998,15.77,15.507
St. Vincent and the Grenadines,VCT,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.914,72.13,72.327,72.501,72.657,72.80199999999999,72.935,73.06,73.179
Sub-Saharan Africa,SSF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.5374546258425,39.1925228907639,38.8276900437825,38.440985795516504,38.0344908255279,37.6117971511677,37.1791171790964,36.7407883678266,36.3028717567094
Sub-Saharan Africa,SSF,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Sub-Saharan Africa,SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.430087563460205,56.2043185446082,56.943945265329,57.636765909225105,58.283936276194,58.8845423720576,59.4365146147731,59.939142967319405,60.3948379885855
Sub-Saharan Africa (excluding high income),SSA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.53972956962421,39.1946793582765,38.8299434212886,38.442909413277604,38.036342188527996,37.6137055563088,37.181000409201296,36.7426219771248,36.304604053576796
Sub-Saharan Africa (excluding high income),SSA,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.428231673576,56.20259290132629,56.942282561161605,57.6353031380482,58.2824128818917,58.883198301098005,59.4352273964709,59.937809522268495,60.3935627977383
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.5374546258425,39.1925228907639,38.8276900437825,38.440985795516504,38.0344908255279,37.6117971511677,37.1791171790964,36.7407883678266,36.3028717567095
Sub-Saharan Africa (IDA & IBRD countries),TSS,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.430087563460205,56.2043185446082,56.943945265329,57.636765909225105,58.283936276194,58.8845423720576,59.4365146147731,59.939142967319405,60.3948379885855
Sudan,SDN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.378,35.923,35.47,35.022,34.58,34.146,33.723,33.315,32.926
Sudan,SDN,Income share held by highest 10%,SI.DST.10TH.10,,26.7,,,,,,,
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.748999999999995,62.193000000000005,62.62,63.019,63.38399999999999,63.711999999999996,64.002,64.257,64.486
Suriname,SUR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.164,19.877,19.613,19.368,19.134,18.906,18.678,18.448,18.215999999999998
Suriname,SUR,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.749,70.057,70.335,70.578,70.79,70.976,71.138,71.279,71.405
Swaziland,SWZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,31.875,31.625999999999998,31.305,30.926,30.517,30.101,29.685,29.27,28.85
Swaziland,SWZ,Income share held by highest 10%,SI.DST.10TH.10,,40.0,,,,,,,
Swaziland,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.968999999999994,50.26,51.598,52.912,54.158,55.29600000000001,56.287,57.107,57.754
Sweden,SWE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.9,12.0,12.3,11.8,11.9,11.8,11.9,11.7,11.8
Sweden,SWE,Income share held by highest 10%,SI.DST.10TH.10,21.4,21.1,21.2,21.4,21.4,21.6,22.2,22.9,
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.1,81.35121951219509,81.4512195121951,81.8024390243903,81.7048780487805,81.95609756097559,82.2536585365854,82.2048780487805,82.2048780487805
Switzerland,CHE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.0,10.1,10.3,10.2,10.3,10.2,10.4,10.5,10.5
Switzerland,CHE,Income share held by highest 10%,SI.DST.10TH.10,26.3,25.6,25.4,24.6,25.0,25.5,25.5,,
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.9926829268293,82.04390243902441,82.24634146341471,82.6951219512195,82.6975609756098,82.7975609756098,83.1975609756098,82.89756097560979,82.89756097560979
Syrian Arab Republic,SYR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.139,26.579,25.963,25.276,24.526,23.735,22.93,22.158,21.471999999999998
Syrian Arab Republic,SYR,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.648,72.939,72.108,71.27,70.54899999999999,70.046,69.817,69.904,70.31
Tajikistan,TJK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,29.545,29.857,30.079,30.175,30.147,29.998,29.726999999999997,29.337,28.842
Tajikistan,TJK,Income share held by highest 10%,SI.DST.10TH.10,,24.1,,,,,,26.4,
Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.902,69.29,69.64399999999999,69.958,70.234,70.477,70.69,70.87899999999999,71.051
Tanzania,TZA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,41.852,41.522,41.111999999999995,40.639,40.133,39.621,39.12,38.64,38.186
Tanzania,TZA,Income share held by highest 10%,SI.DST.10TH.10,,,,31.0,,,,,
Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.156000000000006,60.048,60.893,61.713,62.528,63.348,64.163,64.95,65.675
Thailand,THA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.228,12.020999999999999,11.806,11.579,11.34,11.091,10.837,10.582,10.333
Thailand,THA,Income share held by highest 10%,SI.DST.10TH.10,31.1,30.6,30.7,29.9,30.4,29.2,,,
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.279,73.617,73.923,74.197,74.446,74.678,74.895,75.10300000000001,75.303
Timor-Leste,TLS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.898,38.61,38.202,37.687,37.123000000000005,36.558,36.012,35.504,35.048
Timor-Leste,TLS,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,24.0,,
Timor-Leste,TLS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.472,66.956,67.313,67.578,67.805,68.033,68.285,68.569,68.881
Togo,TGO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.141,37.69,37.201,36.681999999999995,36.144,35.598,35.056999999999995,34.532,34.028
Togo,TGO,Income share held by highest 10%,SI.DST.10TH.10,,,,34.5,,,,31.6,
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.174,56.81399999999999,57.465,58.092,58.668,59.174,59.601000000000006,59.949,60.232
Tonga,TON,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.94,27.551,27.084,26.555,25.995,25.433000000000003,24.895,24.406,23.982
Tonga,TON,Income share held by highest 10%,SI.DST.10TH.10,,28.9,,,,,,,
Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.906,72.039,72.173,72.308,72.446,72.58800000000001,72.732,72.88,73.029
Trinidad and Tobago,TTO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.319,15.289000000000001,15.200999999999999,15.049000000000001,14.839,14.581,14.283,13.956,13.607999999999999
Trinidad and Tobago,TTO,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Trinidad and Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.384,69.567,69.756,69.942,70.118,70.28,70.426,70.556,70.673
Tunisia,TUN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.381,17.816,18.243,18.599,18.839000000000002,18.933,18.868,18.647000000000002,18.295
Tunisia,TUN,Income share held by highest 10%,SI.DST.10TH.10,,,27.0,,,,,,
Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.595,74.695,74.793,74.9,75.023,75.167,75.335,75.525,75.73100000000001
Turkey,TUR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.529,18.237000000000002,17.956,17.678,17.399,17.115,16.826,16.533,16.241
Turkey,TUR,Income share held by highest 10%,SI.DST.10TH.10,29.4,29.2,29.3,30.5,30.5,30.6,31.6,33.5,32.1
Turkey,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.54899999999999,73.859,74.154,74.437,74.711,74.977,75.23899999999999,75.498,75.755
Turkmenistan,TKM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.046999999999997,24.712,25.405,26.006,26.414,26.561,26.423000000000002,26.01,25.373
Turkmenistan,TKM,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.031,66.355,66.657,66.928,67.167,67.375,67.55199999999999,67.704,67.835
Turks and Caicos Islands,TCA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,,,,,,,,,
Turks and Caicos Islands,TCA,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Turks and Caicos Islands,TCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,
Tuvalu,TUV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,,,,,,,,,
