Country Name,Country Code,Series Name,Series Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Europe & Central Asia (IDA & IBRD countries),TEC,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,7.70508397244148
Europe & Central Asia (IDA & IBRD countries),TEC,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.4261338925209,70.9813494708571,71.3026974132358,71.8535587661487,72.1521325484734,72.5298845458114,72.7648034109717,72.992001083316,73.249053221103,..
European Union,EUU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.9162145707196,10.7525798049044,10.7517073997511,10.4771466099989,10.3807392163466,10.0449525146159,10.1207971877355,10.0120981941649,9.99166948766924,..
European Union,EUU,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,6.1022284846702
European Union,EUU,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
European Union,EUU,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.1831433126818,79.4423119097364,79.7248489702654,80.2398746474138,80.2512221136288,80.5327022524382,80.921241049376,80.6141187762954,80.6203980639033,..
Faroe Islands,FRO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.8,12.6,13.2,12,12.9,13,13.2,12.4,13.6,..
Faroe Islands,FRO,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.1878048780488,80.3878048780488,80.6365853658537,80.8878048780488,81.1878048780488,81.4390243902439,81.690243902439,81.990243902439,82.2414634146342,..
Fiji,FJI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.256,21.92,21.574,21.215,20.849,20.479,20.109,19.744,19.387,..
Fiji,FJI,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,14.49
Fiji,FJI,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,28,29,30,30,31,30,30,30,30,..
Fiji,FJI,Income share held by highest 10%,SI.DST.10TH.10,32.9,..,..,..,..,29.4,..,..,..,..
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.909,69.087,69.267,69.448,69.625,69.796,69.96,70.117,70.269,..
Finland,FIN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.2,11.3,11.4,11.1,11,10.7,10.5,10.1,9.6,..
Finland,FIN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,5.76
Finland,FIN,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Income share held by highest 10%,SI.DST.10TH.10,22.9,22.6,22.5,22.7,22.3,22.2,22,22.4,..,..
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.5682926829268,79.719512195122,79.8707317073171,80.4707317073171,80.6268292682927,80.9756097560976,81.1804878048781,81.4804878048781,81.7804878048781,..
Fragile and conflict affected situations,FCS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.4061286677331,36.0860283108091,35.7484784994922,35.3925885130551,35.022360073272,34.6400946404503,34.2513049167318,33.8595031274697,33.4676452445023,..
Fragile and conflict affected situations,FCS,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,7.07599289615718
Fragile and conflict affected situations,FCS,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,211.676471332962,202.107845944334,192.15489358106,184.614335159422,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.6543113110306,60.0683240929108,60.4610416107455,60.8353765844025,61.1985803288185,61.5547186511445,61.9026323549994,62.2405420964977,62.5694023862998,..
France,FRA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.9,12.8,12.9,12.7,12.6,12.4,12.4,12,11.7,..
France,FRA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,4.77
France,FRA,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
France,FRA,Income share held by highest 10%,SI.DST.10TH.10,26.7,26.1,27.1,26.9,26.8,26.4,26.1,26.6,..,..
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.2146341463415,81.4146341463415,81.6634146341463,82.1146341463415,81.9682926829268,82.219512195122,82.6707317073171,82.2731707317073,82.2731707317073,..
French Polynesia,PYF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.178,16.906,16.653,16.418,16.196,15.985,15.781,15.58,15.379,..
French Polynesia,PYF,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,22.63
French Polynesia,PYF,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.123,75.397,75.643,75.862,76.065,76.257,76.444,76.628,76.813,..
Gabon,GAB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,32.051,31.977,31.859,31.67,31.4,31.044,30.605,30.089,29.512,..
Gabon,GAB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,7.2
Gabon,GAB,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,26,26,27,26,24,22,20,19,18,..
Gabon,GAB,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.597,62.247,62.893,63.519,64.119,64.686,65.211,65.685,66.105,..
"Gambia, The",GMB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,42.82,42.471,42.116,41.747,41.352,40.927,40.471,39.987,39.482,..
"Gambia, The",GMB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,1.91
"Gambia, The",GMB,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,94,84,71,55,44,37,34,33,32,..
"Gambia, The",GMB,Income share held by highest 10%,SI.DST.10TH.10,..,..,34.9,..,..,..,..,28.7,..,..
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.991,59.316,59.622,59.911,60.187,60.452,60.707,60.954,61.193,..
Georgia,GEO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.734,14.026,14.231,14.327,14.32,14.223,14.043,13.795,13.499,..
Georgia,GEO,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,7.11
Georgia,GEO,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,48,51,58,68,77,76,68,60,55,..
Georgia,GEO,Income share held by highest 10%,SI.DST.10TH.10,28.6,28.7,30,29.7,29.2,29,28.4,27.8,28.1,..
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.673,72.65,72.649,72.68,72.742,72.832,72.951,73.096,73.261,..
Germany,DEU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.3,8.1,8.3,8.3,8.4,8.5,8.8,9,9.3,..
Germany,DEU,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.31
Germany,DEU,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Income share held by highest 10%,SI.DST.10TH.10,..,..,24,24.3,..,24.6,..,24.9,..,..
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.7365853658537,79.8365853658537,79.9878048780488,80.4365853658537,80.5390243902439,80.490243902439,81.090243902439,80.6414634146341,80.6414634146341,..
Ghana,GHA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.661,33.513,33.333,33.1,32.806,32.448,32.029,31.557,31.047,..
Ghana,GHA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,4.97
Ghana,GHA,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,61,54,47,42,36,31,25,22,19,..
Ghana,GHA,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,31.7,..,..,..,..,..
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.128,60.55,60.924,61.254,61.561,61.86,62.154,62.448,62.742,..
Gibraltar,GIB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.7,10.6,10.3,9.6,9.1,8.6,8.5,8.5,8.6,..
Greece,GRC,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,4.55
Greece,GRC,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Greece,GRC,Income share held by highest 10%,SI.DST.10TH.10,26,26,25.6,25.6,26.6,26.4,26.1,26.2,..,..
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.9390243902439,80.1878048780488,80.3878048780488,80.7317073170732,80.6341463414634,81.2853658536585,81.3853658536585,81.0365853658537,81.0365853658537,..
Greenland,GRL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.8,15.9,15.3,14.4,13.9,14.5,14.3,15.2,14.8,..
Greenland,GRL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,2.16
Greenland,GRL,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.2134146341463,70.4678048780488,70.8570731707317,71.0624390243902,71.2990243902439,71.8304878048781,..,..,..,..
Grenada,GRD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.274,19.384,19.447,19.453,19.406,19.31,19.16,18.951,18.683,..
Grenada,GRD,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,10.71
Grenada,GRD,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.142,72.383,72.618,72.84,73.044,73.227,73.388,73.531,73.659,..
Guam,GUM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.223,17.919,17.669,17.467,17.299,17.153,17.021,16.897,16.78,..
Guam,GUM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,21.52
Guam,GUM,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.543,77.84,78.134,78.419,78.689,78.938,79.168,79.379,79.575,..
Guatemala,GTM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.946,28.268,27.688,27.198,26.768,26.372,25.998,25.634,25.273,..
Guatemala,GTM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,10.18
Guatemala,GTM,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,98,95,96,94,95,95,99,101,101,..
Guatemala,GTM,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,38.1,..,..,..
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.76,71.122,71.494,71.867,72.227,72.562,72.869,73.15,73.409,..
Guinea,GIN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.459,39.025,38.588,38.146,37.701,37.254,36.805,36.357,35.911,..
Guinea,GIN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,2.42
Guinea,GIN,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,147,140,133,129,125,122,120,118,115,..
Guinea,GIN,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,26.4,..,..,..,..,..
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.521,56.185,56.765,57.282,57.782,58.301,58.846,59.419,60.015,..
Guinea-Bissau,GNB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.717,39.507,39.254,38.946,38.579,38.154,37.675,37.146,36.579,..
Guinea-Bissau,GNB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,2.42
Guinea-Bissau,GNB,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,179,175,165,159,155,155,157,152,143,..
Guinea-Bissau,GNB,Income share held by highest 10%,SI.DST.10TH.10,..,..,42,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.333,54.687,55.05,55.424,55.807,56.2,56.598,57,57.403,..
Guyana,GUY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.373,21.172,21.056,20.999,20.965,20.92,20.847,20.733,20.576,..
Guyana,GUY,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,11.62
Guyana,GUY,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,72,75,78,79,79,79,79,77,74,..
Guyana,GUY,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.836,65.929,66.022,66.117,66.216,66.318,66.425,66.536,66.65,..
Haiti,HTI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.54,27.107,26.659,26.206,25.76,25.334,24.93,24.546,24.179,..
Haiti,HTI,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,6.65
Haiti,HTI,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,566,549,524,503,489,490,510,530,546,..
Haiti,HTI,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,31.2,..,..,..,..,..
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.448,60.876,61.296,61.699,62.078,62.432,62.757,63.055,63.33,..
Heavily indebted poor countries (HIPC),HPC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.9623944053875,39.5238863945786,39.0748137935356,38.6170699695122,38.1547055359248,37.6915272423192,37.2315310914727,36.777392531758,36.3308309360128,..
Heavily indebted poor countries (HIPC),HPC,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,5.87031534332252
Heavily indebted poor countries (HIPC),HPC,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,211.881171909319,205.50465872357,199.388068209039,193.090091377882,187.482580718339,181.957500895047,178.424722150088,176.419574333019,174.412600947777,..
Heavily indebted poor countries (HIPC),HPC,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.6298179232254,58.3381248482459,59.0015934153104,59.6145896162271,60.1833247904443,60.7132108809683,61.2047933454608,61.6599734531366,62.0817538874784,..
High income,HIC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.217599763489,11.9597505775168,11.8213967511753,11.6326632962031,11.5749638039827,11.2629584620756,11.2927658709315,11.1937069056043,11.1125328515492,..
High income,HIC,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,7.85435636243331
High income,HIC,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
High income,HIC,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
High income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.2046776412129,79.4762337538632,79.6521250673758,79.8897240177293,80.0070586685504,80.1863324096944,80.4424741922433,80.3320324337584,80.370146462123,..
Honduras,HND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.207,25.405,24.655,23.977,23.378,22.859,22.416,22.04,21.715,..
Honduras,HND,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,7.21
Honduras,HND,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,109,105,104,104,102,96,89,85,85,..
Honduras,HND,Income share held by highest 10%,SI.DST.10TH.10,43,38.4,40.2,44.3,44.1,40.2,38.1,37,36.8,..
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.093,72.27,72.446,72.624,72.805,72.99,73.181,73.376,73.575,..
"Hong Kong SAR, China",HKG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.3,11.8,12.6,13.5,12.8,8,8.6,8.2,8.3,..
"Hong Kong SAR, China",HKG,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.33
"Hong Kong SAR, China",HKG,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.3756097560976,82.7756097560976,82.9780487804878,83.4219512195122,83.4804878048781,83.8317073170732,83.9804878048781,84.2780487804878,84.2268292682927,..
Hungary,HUN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.9,9.6,9,8.8,9.1,9,9.5,9.4,9.7,..
Hungary,HUN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,7.55
Hungary,HUN,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,Income share held by highest 10%,SI.DST.10TH.10,22,21.5,23.1,23.1,23.9,24.4,24,23.8,..,..
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.7024390243903,73.9048780487805,74.2073170731707,74.8585365853659,75.0634146341463,75.5658536585366,75.7634146341463,75.5682926829269,75.5682926829269,..
IBRD only,IBD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.9642728497766,17.7929894388823,17.5485508491633,17.3759458609176,17.2783066425938,17.0832451544187,16.9996198446518,16.7329061096424,16.5227821186378,..
IBRD only,IBD,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,9.31854801427232
IBRD only,IBD,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,106.702607462736,100.076887865976,93.4562327593229,88.3873695726226,84.0450852297308,80.4861731189621,77.8142891442332,75.311284873662,72.99110667713,..
IBRD only,IBD,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
IBRD only,IBD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.7110365745732,71.022642906195,71.3043364829879,71.6000551635944,71.8594546933465,72.1138814841604,72.3413349247389,72.5557524246455,72.7627093293955,..
Iceland,ISL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.2,15.8,15.4,14.1,14.1,13.4,13.4,12.5,12,..
Iceland,ISL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,5.31
Iceland,ISL,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,Income share held by highest 10%,SI.DST.10TH.10,27,24,22,22.1,22.1,21.3,21.3,..,..,..
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.609756097561,81.7512195121951,81.8975609756098,82.3585365853659,82.9170731707317,82.0609756097561,82.8609756097561,82.4682926829268,82.4682926829268,..
IDA & IBRD total,IBT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.8410441104758,21.6745295266647,21.4470683800301,21.266849045346,21.1427830764537,20.9507201999713,20.8374508566518,20.5806398291895,20.3593442352006,..
IDA & IBRD total,IBT,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.63369958811954
IDA & IBRD total,IBT,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,119.883447759833,113.64703280713,107.657787401854,102.905813795213,98.3396871972943,95.0760180292651,92.7709568498459,90.7142792785749,88.802302127081,..
IDA & IBRD total,IBT,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.273725270177,68.6140729382813,68.9242670146846,69.2373813528134,69.5160633487465,69.7846748000646,70.0267360333772,70.2530754050824,70.4686494352309,..
IDA blend,IDB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.9119957910874,34.7666412489215,34.5325190300576,34.2142296360096,33.8913412157696,33.6443838450879,33.3057429106421,32.8998474279087,32.4099099404231,..
IDA blend,IDB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,5.70425990166745
IDA blend,IDB,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,121.106388023675,116.677266222427,114.175302942712,111.890731026455,110.40895689709,109.439504033289,109.396627943811,109.336237014088,109.928065867569,..
IDA blend,IDB,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.45229231685,58.957410458655,59.447070188262,59.9025803208409,60.3166464213152,60.6995256620475,61.0503717780548,61.3700717491241,61.6624482712323,..
IDA only,IDX,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.5611586785587,34.1618855852161,33.7694981117015,33.3759349492055,32.9913724441542,32.6095456608186,32.241867570648,31.8783623245392,31.5158639164867,..
IDA only,IDX,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,6.31281788874047
IDA only,IDX,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,189.216740941062,183.272328911051,177.83286018153,172.487186231056,167.167986534835,163.21654841055,160.582601846516,158.722535987222,156.481519621719,..
IDA only,IDX,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.0645313246956,61.6186072259287,62.1330487989925,62.6096344105384,63.0555247115879,63.4741421340846,63.8680554891353,64.2390403565993,64.5896660220776,..
IDA total,IDA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.6767303176085,34.3611330075171,34.0211268685999,33.6526191574282,33.2886048503573,32.9515551600041,32.593745335799,32.2163706147083,31.811804704009,..
IDA total,IDA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,6.11011904800342
IDA total,IDA,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,164.970636203334,159.54012925537,155.113541664989,150.831106981692,146.288066422468,143.418679979195,141.724071496775,140.513095435286,139.303942770739,..
IDA total,IDA,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.2040159090072,60.741829003024,61.2473614036301,61.7161215107845,62.1509562307794,62.557143511055,62.9361951614773,63.2897018196369,63.6207191186284,..
India,IND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.562,21.982,21.408,20.864,20.37,19.938,19.573,19.269,19.013,..
India,IND,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,10.39
India,IND,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,134,122,115,112,111,110,110,110,109,..
India,IND,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,29.8,..,..,..,..,..,..
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.802,66.219,66.625,67.013,67.377,67.714,68.021,68.302,68.56,..
Indonesia,IDN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.269,21.076,20.862,20.621,20.347,20.04,19.705,19.35,18.986,..
Indonesia,IDN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,6.32
Indonesia,IDN,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,135,129,113,94,76,63,55,51,51,..
Indonesia,IDN,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,31.9,..,..,..,..
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.775,67.964,68.15,68.331,68.509,68.684,68.856,69.025,69.191,..
"Iran, Islamic Rep.",IRN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.146,18.28,18.347,18.315,18.175,17.927,17.568,17.103,16.544,..
